country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Portugal,PRT,1/23/2021,232725,,,20725,15940,2.28,,,1563,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,1/24/2021,,,,,15242,,,,1495,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,1/25/2021,,,,,14545,,,,1426,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,1/26/2021,263499,225499,38000,,13847,2.58,2.21,0.37,1358,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,1/27/2021,278413,,,14914,13814,2.73,,,1355,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,1/28/2021,296004,,,17591,14164,2.9,,,1389,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,1/29/2021,315737,,,19733,14820,3.1,,,1453,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,1/30/2021,330233,,,14496,13930,3.24,,,1366,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,1/31/2021,336771,268386,68385,6538,13398,3.3,2.63,0.67,1314,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2/1/2021,338566,,,1795,12189,3.32,,,1195,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Romania,ROU,12/28/2020,2066,2066,,,,0.01,0.01,,,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,12/29/2020,2778,2778,,712,712,0.01,0.01,,37,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,12/30/2020,5666,5666,,2888,1800,0.03,0.03,,94,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,12/31/2020,10289,10289,,4623,2741,0.05,0.05,,142,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/1/2021,11656,11656,,1367,2398,0.06,0.06,,125,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/2/2021,13242,13242,,1586,2235,0.07,0.07,,116,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/3/2021,13596,13596,,354,1922,0.07,0.07,,100,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/4/2021,25508,25508,,11912,3349,0.13,0.13,,174,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/5/2021,41609,41609,,16101,5547,0.22,0.22,,288,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/6/2021,58554,58554,,16945,7555,0.3,0.3,,393,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/7/2021,76400,76400,,17846,9444,0.4,0.4,,491,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/8/2021,92706,92706,,16306,11579,0.48,0.48,,602,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/9/2021,102301,102301,,9595,12723,0.53,0.53,,661,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/10/2021,108294,108294,,5993,13528,0.56,0.56,,703,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/11/2021,125190,125190,,16896,14240,0.65,0.65,,740,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/12/2021,140447,140447,,15257,14120,0.73,0.73,,734,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/13/2021,154268,154268,,13821,13673,0.8,0.8,,711,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/14/2021,167612,167612,,13344,13030,0.87,0.87,,677,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/15/2021,183669,183669,,16057,12995,0.95,0.95,,675,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/16/2021,196090,196090,,12421,13398,1.02,1.02,,696,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/17/2021,205060,204185,875,8970,13824,1.07,1.06,0,719,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/18/2021,235239,233288,1951,30179,15721,1.22,1.21,0.01,817,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/19/2021,270046,267424,2622,34807,18514,1.4,1.39,0.01,962,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/20/2021,308384,302570,5814,38338,22017,1.6,1.57,0.03,1144,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/21/2021,348096,338252,9844,39712,25783,1.81,1.76,0.05,1340,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/22/2021,385936,374681,11255,37840,28895,2.01,1.95,0.06,1502,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/23/2021,418885,406006,12879,32949,31828,2.18,2.11,0.07,1654,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/24/2021,446285,433129,13156,27400,34461,2.32,2.25,0.07,1791,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/25/2021,484631,459567,25064,38346,35627,2.52,2.39,0.13,1852,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/26/2021,528378,487711,40667,43747,36905,2.75,2.54,0.21,1918,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/27/2021,570704,513429,57275,42326,37474,2.97,2.67,0.3,1948,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/28/2021,609396,534346,75050,38692,37329,3.17,2.78,0.39,1940,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/29/2021,647000,554924,92076,37604,37295,3.36,2.88,0.48,1939,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/30/2021,672396,571091,101305,25396,36216,3.5,2.97,0.53,1883,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,1/31/2021,691415,585218,106197,19019,35019,3.59,3.04,0.55,1820,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,2/1/2021,721184,598135,123049,29769,33793,3.75,3.11,0.64,1757,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,2/2/2021,748732,610383,138349,27548,31479,3.89,3.17,0.72,1636,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-02-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Russia,RUS,12/15/2020,28500,,,,,0.02,,,,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,12/16/2020,,,,,3357,,,,23,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,12/17/2020,,,,,3357,,,,23,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,12/18/2020,,,,,3357,,,,23,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,12/19/2020,,,,,3357,,,,23,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,12/20/2020,,,,,3357,,,,23,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,12/21/2020,,,,,3357,,,,23,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,12/22/2020,52000,,,,3357,0.04,,,23,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,12/23/2020,,,,,12592,,,,86,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,12/24/2020,,,,,21827,,,,150,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,12/25/2020,,,,,31061,,,,213,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,12/26/2020,,,,,40296,,,,276,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,12/27/2020,,,,,49531,,,,339,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,12/28/2020,,,,,58765,,,,403,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,12/29/2020,,,,,68000,,,,466,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,12/30/2020,,,,,68000,,,,466,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,12/31/2020,,,,,68000,,,,466,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,1/1/2021,,,,,68000,,,,466,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,1/2/2021,800000,,,,68000,0.55,,,466,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,1/3/2021,,,,,60883,,,,417,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,1/4/2021,,,,,53766,,,,368,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,1/5/2021,,,,,46649,,,,320,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,1/6/2021,,,,,39532,,,,271,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,1/7/2021,,,,,32416,,,,222,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,1/8/2021,,,,,25299,,,,173,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,1/9/2021,,,,,18182,,,,125,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,1/10/2021,,,,,18182,,,,125,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,1/11/2021,,,,,18182,,,,125,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,1/12/2021,,,,,18182,,,,125,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Russia,RUS,1/13/2021,1000000,,,,18182,0.69,,,125,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
Saudi Arabia,SAU,1/6/2021,100000,,,,,0.29,,,,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/7/2021,137862,,,37862,37862,0.4,,,1088,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/8/2021,,,,,23990,,,,689,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/9/2021,,,,,19366,,,,556,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/10/2021,,,,,17055,,,,490,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/11/2021,178337,,,,15667,0.51,,,450,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/12/2021,,,,,16312,,,,469,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/13/2021,,,,,16772,,,,482,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/14/2021,,,,,14153,,,,407,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/15/2021,,,,,15498,,,,445,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/16/2021,,,,,16843,,,,484,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/17/2021,295530,,,,18187,0.85,,,522,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/18/2021,,,,,17886,,,,514,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/19/2021,,,,,16240,,,,466,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/20/2021,,,,,14594,,,,419,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/21/2021,,,,,12948,,,,372,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/22/2021,,,,,11302,,,,325,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/23/2021,,,,,9656,,,,277,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/24/2021,,,,,8009,,,,230,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/25/2021,,,,,8009,,,,230,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/26/2021,,,,,8009,,,,230,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/27/2021,,,,,8009,,,,230,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/28/2021,,,,,8009,,,,230,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/29/2021,391643,,,,8009,1.12,,,230,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/30/2021,,,,,9197,,,,264,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,1/31/2021,,,,,10385,,,,298,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Saudi Arabia,SAU,2/1/2021,440618,,,,11573,1.27,,,332,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
Scotland,,12/13/2020,18967,18967,,,,0.35,0.35,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/14/2020,,,,,5838,,,,1069,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/15/2020,,,,,5838,,,,1069,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/16/2020,,,,,5838,,,,1069,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/17/2020,,,,,5838,,,,1069,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/18/2020,,,,,5838,,,,1069,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/19/2020,,,,,5838,,,,1069,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/20/2020,59832,59832,,,5838,1.1,1.1,,1069,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/21/2020,,,,,5705,,,,1044,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/22/2020,,,,,5572,,,,1020,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/23/2020,,,,,5438,,,,995,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/24/2020,,,,,5305,,,,971,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/25/2020,,,,,5172,,,,947,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/26/2020,,,,,5039,,,,922,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/27/2020,94173,94173,,,4906,1.72,1.72,,898,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/28/2020,,,,,4641,,,,849,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/29/2020,,,,,4376,,,,801,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/30/2020,,,,,4111,,,,752,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,12/31/2020,,,,,3846,,,,704,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/1/2021,,,,,3581,,,,655,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/2/2021,,,,,3316,,,,607,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/3/2021,115533,115489,44,,3051,2.11,2.11,0,558,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/4/2021,,,,,3648,,,,668,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/5/2021,,,,,4245,,,,777,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/6/2021,,,,,4842,,,,886,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/7/2021,,,,,5439,,,,996,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/8/2021,,,,,6035,,,,1105,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/9/2021,,,,,6632,,,,1214,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/10/2021,166135,163377,2758,,7229,3.04,2.99,0.05,1323,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/11/2021,178799,175942,2857,12664,8005,3.27,3.22,0.05,1465,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/12/2021,194955,191965,2990,16156,9281,3.57,3.51,0.05,1699,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/13/2021,211397,208207,3190,16442,10597,3.87,3.81,0.06,1940,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/14/2021,228171,224840,3331,16774,11960,4.18,4.12,0.06,2189,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/15/2021,,,,,12857,,,,2353,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/16/2021,,,,,13754,,,,2518,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/17/2021,268689,264991,3698,,14651,4.92,4.85,0.07,2682,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/18/2021,288468,284582,3886,19779,15667,5.28,5.21,0.07,2868,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/19/2021,314079,309909,4170,25611,17018,5.75,5.67,0.08,3115,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/20/2021,339337,334871,4466,25258,18277,6.21,6.13,0.08,3345,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/21/2021,363143,358454,4689,23806,19282,6.65,6.56,0.09,3529,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/22/2021,385855,380667,5188,22712,20597,7.06,6.97,0.09,3770,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/23/2021,409421,404038,5383,23566,22034,7.49,7.4,0.1,4033,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/24/2021,420940,415402,5538,11519,21750,7.7,7.6,0.1,3981,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/25/2021,443960,437900,6060,23020,22213,8.13,8.02,0.11,4066,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/26/2021,468688,462092,6596,24728,22087,8.58,8.46,0.12,4043,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/27/2021,498441,491658,6783,29753,22729,9.12,9,0.12,4160,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/28/2021,522950,515855,7095,24509,22830,9.57,9.44,0.13,4179,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/29/2021,551008,543370,7638,28058,23593,10.09,9.95,0.14,4318,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/30/2021,574063,566269,7794,23055,23520,10.51,10.36,0.14,4305,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,1/31/2021,583746,575897,7849,9683,23258,10.68,10.54,0.14,4257,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
